"";"ID";"Commune";"Langue";"Canton";"Poids";"An_Debut";"An_Fin";"F_1";"F_2"
"Féchy";5427;"Féchy";"Français";"Vaud";8,48286042599632e-05;1982;1987;-0,818443585075755;0,43408102908836
"Ferpicloz";2194;"Ferpicloz";"Français";"Fribourg";3,34190319938743e-05;1982;1987;-0,076852005985091;-1,27697867344346
"Ferreyres";5483;"Ferreyres";"Français";"Vaud";3,28175947019357e-05;1982;1987;0,14555137754448;0,88981278144237
"Fétigny";2016;"Fétigny";"Français";"Fribourg";9,77555560744851e-05;1982;1987;1,12210908019479;0,0887307662678872
"Fey";5522;"Fey";"Français";"Vaud";6,74307820367765e-05;1982;1987;0,291446354986327;0,518028036875207
"Fiez";5556;"Fiez";"Français";"Vaud";4,76728234120607e-05;1982;1987;-0,885234176943987;0,0194940943280831
"Finhaut";6214;"Finhaut";"Français";"Valais";6,59700518673899e-05;1982;1987;-1,06378017700996;-0,233900170830921
"Fontaines-sur-Grandson";5557;"Fontaines-sur-Grandson";"Français";"Vaud";1,89809059850127e-05;1982;1987;-1,58929638165756;-0,0930766688646268
"Fontenais";6790;"Fontenais";"Français";"Jura";0,000238031933202947;1982;1987;2,20897307531521;-0,496345007701044
"Forel (Lavaux)";5604;"Forel (Lavaux)";"Français";"Vaud";0,000206405144059697;1982;1987;-0,807462455329726;-0,0528798882722028
"Founex";5717;"Founex";"Français";"Vaud";0,000229903473470829;1982;1987;-0,715619704714312;1,46538729130594
"Fribourg";2196;"Fribourg";"Français";"Fribourg";0,00440273306864394;1982;1987;1,27874254145067;0,956335942522996
"Froideville";5523;"Froideville";"Français";"Vaud";0,000214333442194348;1982;1987;0,37417931147698;0,561305831000957
"Fully";6133;"Fully";"Français";"Valais";0,000844302037905463;1982;1987;-1,53325222094813;-1,57271503649416
"Genève";6621;"Genève";"Français";"Genève";0,0165385240651877;1982;1987;2,02548692336989;1,27949284131641
"Genolier";5718;"Genolier";"Français";"Vaud";0,000175373482496527;1982;1987;0,131773164856922;1,36541366412935
"Genthod";6622;"Genthod";"Français";"Genève";0,000257573677435158;1982;1987;0,324604811661832;1,63944625655115
"Gibloux";2236;"Gibloux";"Français";"Fribourg";0,000811887405856562;1982;1987;0,694932740372719;-0,311640305094856
"Giez";5559;"Giez";"Français";"Vaud";5,11631206279647e-05;1982;1987;-1,0941101021405;0,418801937366019
"Gilly";5857;"Gilly";"Français";"Vaud";0,000108282929308902;1982;1987;-0,405481462466301;0,708997821874081
"Gimel";5428;"Gimel";"Français";"Vaud";0,000161078504446519;1982;1987;-0,490332850527918;0,122496491542165
"Gingins";5719;"Gingins";"Français";"Vaud";0,000119345196653404;1982;1987;-0,194400362057275;0,557548453841163
"Givisiez";2197;"Givisiez";"Français";"Fribourg";0,00029882199900411;1982;1987;0,805899051310119;1,12726802331347
"Givrins";5720;"Givrins";"Français";"Vaud";0,000106853324176189;1982;1987;-0,369558964772159;0,612096515892379
"Gland";5721;"Gland";"Français";"Vaud";0,000808234560063996;1982;1987;0,593271643282015;0,7941151370354
"Gletterens";2022;"Gletterens";"Français";"Fribourg";9,93623637957841e-05;1982;1987;-0,588702627327415;-3,04759010031154
"Gollion";5484;"Gollion";"Français";"Vaud";7,53129292549803e-05;1982;1987;-0,0596315271179207;0,167267125180058
"Goumoëns";5541;"Goumoëns";"Français";"Vaud";0,000108945141296052;1982;1987;-1,21662513884189;0,57465426829342
"Grancy";5485;"Grancy";"Français";"Vaud";4,90927690506342e-05;1982;1987;-1,64373518438158;1,39738867604516
"Grandcour";5817;"Grandcour";"Français";"Vaud";0,000103994113910762;1982;1987;-0,740041915971495;-0,230917564439769
"Grandevent";5560;"Grandevent";"Français";"Vaud";2,56234181219221e-05;1982;1987;0,0187802014917383;1,30595483978198
"Grandfontaine";6792;"Grandfontaine";"Français";"Jura";4,18204725730937e-05;1982;1987;0,90633015396691;-1,81549283139759
"Grandson";5561;"Grandson";"Français";"Vaud";0,000335729671436802;1982;1987;-0,0979491788394948;0,534529744698364
"Grandval";694;"Grandval";"Français";"Berne";5,36799167517462e-05;1982;1987;0,866576454646996;-1,03425889645606
"Grandvillard";2134;"Grandvillard";"Français";"Fribourg";0,000103843159750384;1982;1987;-1,10574724783373;-0,765508993118624
"Granges (Veveyse)";2328;"Granges (Veveyse)";"Français";"Fribourg";0,00010984942413666;1982;1987;0,576362166082702;0,0307427020192998
"Granges-Paccot";2198;"Granges-Paccot";"Français";"Fribourg";0,000252290217320167;1982;1987;0,738035241389805;0,323005906204028
"Grangettes";2079;"Grangettes";"Français";"Fribourg";2,29519497241332e-05;1982;1987;-0,193633578001647;-1,98131352167151
"Grens";5722;"Grens";"Français";"Vaud";4,17697992154212e-05;1982;1987;-0,0338464363573497;1,31651689840349
"Grimisuat";6263;"Grimisuat";"Français";"Valais";0,000364787576364042;1982;1987;-1,26632939222955;-1,38954813655548
"Grolley";2200;"Grolley";"Français";"Fribourg";0,000217950767048995;1982;1987;0,770407380262908;0,391345931871563
"Grône";6238;"Grône";"Français";"Valais";0,000254439661863443;1982;1987;-1,4576451428047;-2,11873001070035
"Gruyères";2135;"Gruyères";"Français";"Fribourg";0,00023173135511701;1982;1987;-0,385905085164172;-0,347997688302729
"Gryon";5405;"Gryon";"Français";"Vaud";0,000123643671545685;1982;1987;0,20066368208271;0,500318758910375
"Gy";6624;"Gy";"Français";"Genève";5,88187762372319e-05;1982;1987;0,0526789385468945;1,12860520204459
"Haut-Intyamon";2121;"Haut-Intyamon";"Français";"Fribourg";0,000228820264751601;1982;1987;-0,69041835756605;-0,330560212352126
"Haute-Ajoie";6809;"Haute-Ajoie";"Français";"Jura";0,000177197136280974;1982;1987;0,946769836034437;-0,886568608982369
"Haute-Sorne";6729;"Haute-Sorne";"Français";"Jura";0,000812246469963457;1982;1987;2,16583362931057;-0,866601036177169
"Hautemorges";5656;"Hautemorges";"Français";"Vaud";0,000421067009054803;1982;1987;-0,00672800020913846;0,697864614165451
"Hauterive (FR)";2233;"Hauterive (FR)";"Français";"Fribourg";0,000259856198260067;1982;1987;0,542378599725219;-0,218522568131435
"Hauterive (NE)";6454;"Hauterive (NE)";"Français";"Neuchâtel";0,000335949693247768;1982;1987;0,606403987327445;1,09865428542054
"Hauteville";2137;"Hauteville";"Français";"Fribourg";6,66168782001808e-05;1982;1987;-1,11520929301909;-0,460538646199121
"Henniez";5819;"Henniez";"Français";"Vaud";3,14652655223419e-05;1982;1987;0,23302971116412;0,738860659821648
"Hérémence";6084;"Hérémence";"Français";"Valais";0,00027167971234901;1982;1987;-2,17541168138279;-2,90199335732612
"Hermance";6625;"Hermance";"Français";"Genève";0,000116779746741922;1982;1987;1,28543363510797;1,06996778979053
"Hermenches";5673;"Hermenches";"Français";"Vaud";4,20091400146668e-05;1982;1987;-1,02266494181519;1,15048519002324
"Icogne";6239;"Icogne";"Français";"Valais";6,51232362144538e-05;1982;1987;0,19420843064643;-0,890458016412806
"Isérables";6134;"Isérables";"Français";"Valais";0,000134627589659941;1982;1987;-1,2658708447471;-0,124293376439116
"Jongny";5885;"Jongny";"Français";"Vaud";0,000170700433887042;1982;1987;0,326298262671633;1,40227134886959
"Jorat-Menthue";5804;"Jorat-Menthue";"Français";"Vaud";0,000170044661562651;1982;1987;-0,828338980691796;0,0419104592621376
"Jorat-Mézières";5806;"Jorat-Mézières";"Français";"Vaud";0,00027319088654335;1982;1987;-0,0489165688656475;0,196932965983534
"Jouxtens-Mézery";5585;"Jouxtens-Mézery";"Français";"Vaud";0,000161975764124408;1982;1987;-0,29324532761113;0,868678116815546
"Juriens";5754;"Juriens";"Français";"Vaud";4,33196113863208e-05;1982;1987;-0,818053529919806;0,974737276587327
"Jussy";6626;"Jussy";"Français";"Genève";0,00016106615596433;1982;1987;-0,435157811871793;0,848730952396033
"L'Abbaye";5871;"L'Abbaye";"Français";"Vaud";0,000151496286259683;1982;1987;0,496707292367781;0,341103230375664
"L'Abergement";5741;"L'Abergement";"Français";"Vaud";3,2036248953726e-05;1982;1987;-0,658197522114009;-0,138510957915892
"L'Isle";5486;"L'Isle";"Français";"Vaud";0,000114373777002707;1982;1987;-0,276003927984368;0,265874311579137
"La Baroche";6810;"La Baroche";"Français";"Jura";0,000186386058027396;1982;1987;0,25407869990168;-1,49479171570104
"La Brévine";6432;"La Brévine";"Français";"Neuchâtel";0,000104223795215867;1982;1987;-1,05060272989332;-1,79784663793165
"La Brillaz";2234;"La Brillaz";"Français";"Fribourg";0,000209457232806391;1982;1987;0,401878431928149;-1,12223503877772
"La Chaux (Cossonay)";5474;"La Chaux (Cossonay)";"Français";"Vaud";4,87772255753957e-05;1982;1987;0,0425166704779128;0,321051657416311
"La Chaux-de-Fonds";6421;"La Chaux-de-Fonds";"Français";"Neuchâtel";0,00438697410431338;1982;1987;2,1734670250718;0,744027162092011
"La Chaux-des-Breuleux";6744;"La Chaux-des-Breuleux";"Français";"Jura";1,91572811928274e-05;1982;1987;2,36698938116414;0,0104646590768469
"La Chaux-du-Milieu";6435;"La Chaux-du-Milieu";"Français";"Neuchâtel";7,02137896262104e-05;1982;1987;-0,0998635908255904;0,0834930386146213
"La Côte-aux-Fées";6504;"La Côte-aux-Fées";"Français";"Neuchâtel";9,2701091984027e-05;1982;1987;-1,21274514167023;-0,456452044139999
"La Ferrière";435;"La Ferrière";"Français";"Berne";5,97084072723645e-05;1982;1987;-0,223485590598251;-0,146433507958211
"La Grande Béroche";6417;"La Grande Béroche";"Français";"Neuchâtel";0,00108164010203268;1982;1987;0,44206325203832;0,823605669257048
"La Neuveville";723;"La Neuveville";"Français";"Berne";0,000507564559246725;1982;1987;0,898196092097978;1,14141104957309
"La Praz";5758;"La Praz";"Français";"Vaud";2,40542869627427e-05;1982;1987;-0,724252644275603;-0,0556924528103895
"La Rippe";5726;"La Rippe";"Français";"Vaud";8,75107237994908e-05;1982;1987;0,0547717167022731;1,44333909504623
"La Roche";2149;"La Roche";"Français";"Fribourg";0,000176928651983112;1982;1987;-0,574326589432276;-1,89482824018909
"La Sagne";6423;"La Sagne";"Français";"Neuchâtel";0,00014866176136817;1982;1987;0,663890833867258;0,296209939180225
"La Sarraz";5498;"La Sarraz";"Français";"Vaud";0,000196417227118983;1982;1987;-0,192695787628193;0,807240480492183
"La Sonnaz";2235;"La Sonnaz";"Français";"Fribourg";0,00012314768448727;1982;1987;0,681133781300062;-0,483473547976092
"La Tène";6461;"La Tène";"Français";"Neuchâtel";0,000485841430203092;1982;1987;0,744839891377103;0,501889741719186
"La Tour-de-Peilz";5889;"La Tour-de-Peilz";"Français";"Vaud";0,00132572800600947;1982;1987;0,13388279069639;1,10841420126836
"La Verrerie";2338;"La Verrerie";"Français";"Fribourg";0,000140314555612694;1982;1987;-0,599626403043873;-1,18887202233257
"Laconnex";6627;"Laconnex";"Français";"Genève";9,28147990890313e-05;1982;1987;0,530628051357915;1,7003069251216
"Lajoux (JU)";6750;"Lajoux (JU)";"Français";"Jura";8,76448834403236e-05;1982;1987;3,24234439633257;-0,753306498793246
"Lancy";6628;"Lancy";"Français";"Genève";0,00279531097080309;1982;1987;1,98582288458725;1,06276313826907
"Lausanne";5586;"Lausanne";"Français";"Vaud";0,0127007193267387;1982;1987;1,60580994164208;1,02235481354771
"Lavey-Morcles";5406;"Lavey-Morcles";"Français";"Vaud";0,00011305471941404;1982;1987;0,630160484958249;-0,273196623074752
"Lavigny";5637;"Lavigny";"Français";"Vaud";8,57505493117656e-05;1982;1987;-0,633109931603177;0,690927923835671
"Le Bémont (JU)";6741;"Le Bémont (JU)";"Français";"Jura";4,80871083829522e-05;1982;1987;1,06556655971115;-1,72902244195218
"Le Cerneux-Péquignot";6434;"Le Cerneux-Péquignot";"Français";"Neuchâtel";5,89572591217822e-05;1982;1987;-0,0576438708871733;-0,488735266207113
"Le Châtelard";2067;"Le Châtelard";"Français";"Fribourg";4,54943489899956e-05;1982;1987;-0,686048682059748;-2,30920366264943
"Le Chenit";5872;"Le Chenit";"Français";"Vaud";0,000503929369618722;1982;1987;1,42127519480635;0,536163384142577
"Le Flon";2337;"Le Flon";"Français";"Fribourg";0,000136264715192581;1982;1987;-0,376101161382134;-1,01815867566481
"Le Grand-Saconnex";6623;"Le Grand-Saconnex";"Français";"Genève";0,000799848044457149;1982;1987;1,5810173900999;1,42705920765209
"Le Landeron";6455;"Le Landeron";"Français";"Neuchâtel";0,000507569925632359;1982;1987;0,273814183165352;0,388892681340894
"Le Lieu";5873;"Le Lieu";"Français";"Vaud";0,000113560232940698;1982;1987;0,252556610592199;0,360198925890548
"Le Locle";6436;"Le Locle";"Français";"Neuchâtel";0,00155298907119446;1982;1987;1,96960239657322;0,64156794408438
"Le Mont-sur-Lausanne";5587;"Le Mont-sur-Lausanne";"Français";"Vaud";0,000680216210950038;1982;1987;0,0332677106058427;0,935811626295999
"Le Mouret";2220;"Le Mouret";"Français";"Fribourg";0,00037882989288517;1982;1987;0,195237911021867;-0,913109164208997
"Le Noirmont";6754;"Le Noirmont";"Français";"Jura";0,000220092647256014;1982;1987;1,82771002711494;-0,166951579915567
"Le Pâquier (FR)";2145;"Le Pâquier (FR)";"Français";"Fribourg";0,0001659464208791;1982;1987;-0,242869656970597;0,528575819958467
"Le Vaud";5731;"Le Vaud";"Français";"Vaud";0,000118386760179295;1982;1987;0,246993953531376;0,355315803121856
"Lens";6240;"Lens";"Français";"Valais";0,000420029150073321;1982;1987;-1,69881905977241;-2,11740301577402
"Les Bois";6742;"Les Bois";"Français";"Jura";0,000140431872360927;1982;1987;1,04420764495148;-0,67017081918418
"Les Breuleux";6743;"Les Breuleux";"Français";"Jura";0,000210589851576551;1982;1987;1,86886569590744;-0,439735270044335
"Les Clées";5750;"Les Clées";"Français";"Vaud";2,7254799354448e-05;1982;1987;-0,258405204480706;0,0504726483648577
"Les Enfers";6745;"Les Enfers";"Français";"Jura";2,49172017725787e-05;1982;1987;1,96479815452837;-0,803651073068664
"Les Genevez (JU)";6748;"Les Genevez (JU)";"Français";"Jura";6,80178646250605e-05;1982;1987;2,36834497566313;-0,554872124741521
"Les Montets";2050;"Les Montets";"Français";"Fribourg";0,000167379133980507;1982;1987;-0,011323365009215;-0,423540056459118
"Les Planchettes";6422;"Les Planchettes";"Français";"Neuchâtel";3,4203195472456e-05;1982;1987;0,713717767057622;0,122226540503109
"Les Ponts-de-Martel";6437;"Les Ponts-de-Martel";"Français";"Neuchâtel";0,000199287170155677;1982;1987;-0,104081020026422;-0,258941002166675
"Les Verrières";6511;"Les Verrières";"Français";"Neuchâtel";0,000108951580958812;1982;1987;-0,216765306901513;-0,379054286594649
"Leysin";5407;"Leysin";"Français";"Vaud";0,000193687883385882;1982;1987;0,127347908488196;0,889887733097773
"Leytron";6135;"Leytron";"Français";"Valais";0,000351284676833511;1982;1987;-2,35886146008777;-1,50761976799284
"Liddes";6033;"Liddes";"Français";"Valais";0,000114109750829548;1982;1987;-1,58008141062306;-2,32254085764789
"Lignerolle";5755;"Lignerolle";"Français";"Vaud";4,74603145409817e-05;1982;1987;-0,453427550796821;-0,781280386841296
"Lignières";6456;"Lignières";"Français";"Neuchâtel";0,000113477590601945;1982;1987;0,171242603947162;-0,227557813341845
"Lonay";5638;"Lonay";"Français";"Vaud";0,000253587479824874;1982;1987;0,173607151411512;1,1971171047783
"Longirod";5429;"Longirod";"Français";"Vaud";4,59244549727288e-05;1982;1987;-0,525964235444481;0,154765845455842
"Lovatens";5674;"Lovatens";"Français";"Vaud";2,04233904432461e-05;1982;1987;1,04963113605025;1,10061987923451
"Loveresse";696;"Loveresse";"Français";"Berne";4,54239500726622e-05;1982;1987;-0,378931039811466;-0,367235636489891
"Lucens";5675;"Lucens";"Français";"Vaud";0,000327962364871152;1982;1987;0,269655000579861;0,376565617033822
"Lugnez";6793;"Lugnez";"Français";"Jura";2,65427671273413e-05;1982;1987;-0,1641388614592;-2,55948298505134
"Luins";5858;"Luins";"Français";"Vaud";4,39431853969112e-05;1982;1987;-0,814333768578183;0,598593197130856
"Lully (FR)";2025;"Lully (FR)";"Français";"Fribourg";0,000119531653611806;1982;1987;-0,0237791540871654;-0,659890176625356
"Lully (VD)";5639;"Lully (VD)";"Français";"Vaud";8,73003614826651e-05;1982;1987;-0,856844975087887;1,04912047073075
"Lussery-Villars";5487;"Lussery-Villars";"Français";"Vaud";4,65705678029791e-05;1982;1987;-0,277434474819886;-0,900446877222511
"Lussy-sur-Morges";5640;"Lussy-sur-Morges";"Français";"Vaud";6,94388835407606e-05;1982;1987;0,465532954032095;1,5631997367511
"Lutry";5606;"Lutry";"Français";"Vaud";0,0010883394978573;1982;1987;-0,0488235111900943;1,26078827955946
"Maracon";5790;"Maracon";"Français";"Vaud";6,06959680669742e-05;1982;1987;0,859846945921946;1,34831859907653
"Marchissy";5430;"Marchissy";"Français";"Vaud";4,68614259043045e-05;1982;1987;-1,465317212778;1,02420562507145
"Marly";2206;"Marly";"Français";"Fribourg";0,000988918802205512;1982;1987;1,23661430414269;0,739197703621561
"Marsens";2140;"Marsens";"Français";"Fribourg";0,000194075545037401;1982;1987;0,0904049979682226;0,0168613282519184
"Martigny";6136;"Martigny";"Français";"Valais";0,00183587165019156;1982;1987;-1,09972671231153;-0,547428181397625
"Martigny-Combe";6137;"Martigny-Combe";"Français";"Valais";0,000260088319381064;1982;1987;-1,31117743476878;-1,40079437024899
"Massongex";6215;"Massongex";"Français";"Valais";0,000186897259005494;1982;1987;-0,348086777603715;-0,836621160512759
"Massonnens";2086;"Massonnens";"Français";"Fribourg";6,5687897892396e-05;1982;1987;-0,284338877764898;-2,43247897744379
"Mathod";5919;"Mathod";"Français";"Vaud";6,2968095744117e-05;1982;1987;-1,51208770748069;0,641901335507131
"Matran";2208;"Matran";"Français";"Fribourg";0,000186974767753934;1982;1987;0,687197334176198;0,503297803858542
"Mauborget";5562;"Mauborget";"Français";"Vaud";1,46223275736394e-05;1982;1987;-0,883895186016055;-2,47960620980228
"Mauraz";5488;"Mauraz";"Français";"Vaud";1,02304775713396e-05;1982;1987;-0,48567559472991;-0,139115079732506
"Meinier";6629;"Meinier";"Français";"Genève";0,000245182542331794;1982;1987;1,13836038542601;1,50951704334834
"Ménières";2027;"Ménières";"Français";"Fribourg";4,98738275838382e-05;1982;1987;-1,06370402497481;-1,31538402094418
"Mervelier";6715;"Mervelier";"Français";"Jura";8,31875635332974e-05;1982;1987;2,1894081615485;-0,749052718771132
"Mettembert";6716;"Mettembert";"Français";"Jura";2,07206882073314e-05;1982;1987;1,82930555552596;-1,32553880198122
"Mex (VD)";5489;"Mex (VD)";"Français";"Vaud";6,70766005849781e-05;1982;1987;-0,435756986274752;0,905018138139611
"Meyrin";6630;"Meyrin";"Français";"Genève";0,00172348927283172;1982;1987;2,14266528312797;0,908091583463484
"Mézières (FR)";2087;"Mézières (FR)";"Français";"Fribourg";0,000137190841490204;1982;1987;-0,520196107524125;-1,28010352614567
"Mies";5723;"Mies";"Français";"Vaud";0,000141760589443735;1982;1987;0,334736840042166;1,5509363442378
"Milvignes";6416;"Milvignes";"Français";"Neuchâtel";0,00115947415925819;1982;1987;0,172667074513267;1,15060120850314
"Misery-Courtion";2272;"Misery-Courtion";"Français";"Fribourg";0,000166032041183965;1982;1987;0,366559796990955;-0,917148827564317
"Missy";5821;"Missy";"Français";"Vaud";4,82040955897583e-05;1982;1987;-0,667115516625399;0,718941983365764
"Moiry";5490;"Moiry";"Français";"Vaud";3,70688454006428e-05;1982;1987;-0,744094897928116;0,132675483758797
"Mollens (VD)";5431;"Mollens (VD)";"Français";"Vaud";3,3267297818007e-05;1982;1987;-0,376468704593045;-0,0903801575951227
"Molondin";5921;"Molondin";"Français";"Vaud";2,99530180508756e-05;1982;1987;-1,01928714422013;0,582453035720926
"Mont-la-Ville";5491;"Mont-la-Ville";"Français";"Vaud";4,99041665583905e-05;1982;1987;0,43167215248065;0,322084679270115
"Mont-Noble";6090;"Mont-Noble";"Français";"Valais";0,000152373153672166;1982;1987;-1,21990759927314;-1,54189345584622
